Date,QCP
2017-09-29,15.5
2017-10-02,15.6
2017-10-03,15.68
2017-10-04,15.6
2017-10-05,16.059998999999998
2017-10-06,15.8
2017-10-09,16.059998999999998
2017-10-10,16.15
2017-10-11,15.97
2017-10-12,15.93
2017-10-13,15.92
2017-10-16,15.71
2017-10-17,15.87
2017-10-18,16.190001000000002
2017-10-19,16.26
2017-10-20,16.66
2017-10-23,16.620001000000002
2017-10-24,16.41
2017-10-25,16.35
2017-10-26,16.120001000000002
2017-10-27,16.49
2017-10-30,16.209999
2017-10-31,15.83
2017-11-01,16.040001
2017-11-02,16.299999
2017-11-03,16.059998999999998
2017-11-06,16.440001000000002
2017-11-07,16.540001
2017-11-08,16.34
2017-11-09,16.35
2017-11-10,15.37
2017-11-13,15.09
2017-11-14,15.0
2017-11-15,14.83
2017-11-16,14.55
2017-11-17,14.77
2017-11-20,14.91
2017-11-21,14.9
2017-11-22,14.98
2017-11-24,14.79
2017-11-27,14.72
2017-11-28,14.87
2017-11-29,14.8
2017-11-30,14.69
2017-12-01,14.69
2017-12-04,14.58
2017-12-05,14.42
2017-12-06,14.42
2017-12-07,14.38
2017-12-08,14.68
2017-12-11,14.27
2017-12-12,14.37
2017-12-13,14.57
2017-12-14,14.44
2017-12-15,14.72
2017-12-18,14.9
2017-12-19,14.31
2017-12-20,14.3
2017-12-21,14.2
2017-12-22,14.02
2017-12-26,13.6
2017-12-27,13.75
2017-12-28,13.8
2017-12-29,13.81
2018-01-02,13.74
2018-01-03,13.85
2018-01-04,13.84
2018-01-05,13.83
2018-01-08,13.8
2018-01-09,13.61
2018-01-10,13.49
2018-01-11,13.44
2018-01-12,13.41
2018-01-16,13.3
2018-01-17,13.52
2018-01-18,13.41
2018-01-19,13.38
2018-01-22,13.72
2018-01-23,13.76
2018-01-24,13.77
2018-01-25,13.88
2018-01-26,13.65
2018-01-29,13.53
2018-01-30,13.01
2018-01-31,13.5
2018-02-01,13.33
2018-02-02,13.16
2018-02-05,12.7
2018-02-06,12.86
2018-02-07,12.79
2018-02-08,12.53
2018-02-09,13.0
2018-02-12,12.61
2018-02-13,12.55
2018-02-14,12.46
2018-02-15,12.73
2018-02-16,12.94
2018-02-20,12.71
2018-02-21,12.51
2018-02-22,12.62
2018-02-23,12.72
2018-02-26,12.7
2018-02-27,12.48
2018-02-28,12.39
2018-03-01,12.6
2018-03-02,16.26
2018-03-05,17.0
2018-03-06,16.959999
2018-03-07,17.35
2018-03-08,16.66
2018-03-09,17.950001
2018-03-12,18.76
2018-03-13,18.879998999999998
2018-03-14,19.469998999999998
2018-03-15,19.83
2018-03-16,19.629998999999998
2018-03-19,19.370001000000002
2018-03-20,18.85
2018-03-21,19.299999
2018-03-22,19.16
2018-03-23,18.59
2018-03-26,18.92
2018-03-27,18.940001000000002
2018-03-28,19.549999
2018-03-29,19.43
2018-04-02,19.5
2018-04-03,19.389999
2018-04-04,19.440001000000002
2018-04-05,19.52
2018-04-06,19.809998999999998
2018-04-09,19.809998999999998
2018-04-10,19.860001
2018-04-11,19.889999
2018-04-12,19.860001
2018-04-13,19.799999
2018-04-16,20.129998999999998
2018-04-17,20.370001000000002
2018-04-18,20.82
2018-04-19,20.92
2018-04-20,20.530001000000002
2018-04-23,20.559998999999998
2018-04-24,20.799999
2018-04-25,22.700001
2018-04-26,21.690001000000002
2018-04-27,22.1
2018-04-30,21.969998999999998
2018-05-01,21.879998999999998
2018-05-02,21.73
2018-05-03,21.77
2018-05-04,21.790001
2018-05-07,21.790001
2018-05-08,21.43
2018-05-09,21.280001000000002
2018-05-10,21.15
2018-05-11,20.99
2018-05-14,20.98
2018-05-15,20.98
2018-05-16,21.0
2018-05-17,20.92
2018-05-18,20.99
2018-05-21,21.02
2018-05-22,20.889999
2018-05-23,21.1
2018-05-24,21.09
2018-05-25,21.049999
2018-05-29,21.08
2018-05-30,21.48
2018-05-31,20.950001
2018-06-01,21.110001
2018-06-04,21.24
2018-06-05,21.200001
2018-06-06,21.02
2018-06-07,21.110001
2018-06-08,21.200001
2018-06-11,21.219998999999998
2018-06-12,21.74
2018-06-13,22.08
2018-06-14,22.040001
2018-06-15,22.07
2018-06-18,21.809998999999998
2018-06-19,21.65
2018-06-20,21.98
2018-06-21,21.940001000000002
2018-06-22,21.809998999999998
2018-06-25,21.719998999999998
2018-06-26,21.91
2018-06-27,21.299999
2018-06-28,21.610001
2018-06-29,21.51
2018-07-02,20.6
2018-07-03,20.57
2018-07-05,20.620001000000002
2018-07-06,20.59
2018-07-09,20.559998999999998
2018-07-10,20.58
2018-07-11,20.559998999999998
2018-07-12,20.440001000000002
2018-07-13,20.35
2018-07-16,20.379998999999998
2018-07-17,20.459999
2018-07-18,20.48
2018-07-19,20.52
2018-07-20,20.52
2018-07-23,20.530001000000002
2018-07-24,20.51
2018-07-25,20.52
2018-07-26,20.74
2018-07-27,
2018-07-30,
2018-07-31,
2018-08-01,
2018-08-02,
2018-08-03,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-27,
2018-08-28,
2018-08-29,
2018-08-30,
2018-08-31,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-27,
2018-11-28,
2018-11-29,
2018-11-30,
2018-12-03,
2018-12-04,
2018-12-06,
2018-12-07,
2018-12-10,
2018-12-11,
2018-12-12,
2018-12-13,
2018-12-14,
2018-12-17,
2018-12-18,
2018-12-19,
2018-12-20,
2018-12-21,
2018-12-24,
2018-12-26,
2018-12-27,
2018-12-28,
2018-12-31,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-05,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-15,
2019-07-16,
2019-07-17,
2019-07-18,
2019-07-19,
2019-07-22,
2019-07-23,
2019-07-24,
2019-07-25,
2019-07-26,
2019-07-29,
2019-07-30,
2019-07-31,
2019-08-01,
2019-08-02,
2019-08-05,
2019-08-06,
2019-08-07,
2019-08-08,
2019-08-09,
2019-08-12,
2019-08-13,
2019-08-14,
2019-08-15,
2019-08-16,
2019-08-19,
2019-08-20,
2019-08-21,
2019-08-22,
2019-08-23,
2019-08-26,
2019-08-27,
2019-08-28,
2019-08-29,
2019-08-30,
2019-09-03,
2019-09-04,
2019-09-05,
2019-09-06,
2019-09-09,
2019-09-10,
2019-09-11,
2019-09-12,
2019-09-13,
2019-09-16,
2019-09-17,
2019-09-18,
2019-09-19,
2019-09-20,
2019-09-23,
2019-09-24,
2019-09-25,
2019-09-26,
2019-09-27,
2019-09-30,
2019-10-01,
2019-10-02,
2019-10-03,
2019-10-04,
2019-10-07,
2019-10-08,
2019-10-09,
2019-10-10,
2019-10-11,
2019-10-14,
2019-10-15,
2019-10-16,
2019-10-17,
2019-10-18,
2019-10-21,
2019-10-22,
2019-10-23,
2019-10-24,
2019-10-25,
2019-10-28,
2019-10-29,
2019-10-30,
2019-10-31,
2019-11-01,
2019-11-04,
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,
2019-11-11,
2019-11-12,
2019-11-13,
2019-11-14,
2019-11-15,
2019-11-18,
2019-11-19,
2019-11-20,
2019-11-21,
2019-11-22,
2019-11-25,
2019-11-26,
2019-11-27,
2019-11-29,
2019-12-02,
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,
2019-12-09,
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-16,
2019-12-17,
2019-12-18,
2019-12-19,
2019-12-20,
2019-12-23,
2019-12-24,
2019-12-26,
2019-12-27,
2019-12-30,
2019-12-31,
2020-01-02,
2020-01-03,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
2020-05-08,
