Date,ASML
1995-11-10,4.453125
1995-11-13,4.230469
1995-11-14,4.089844
1995-11-15,4.054688
1995-11-16,4.242188
1995-11-17,4.265625
1995-11-20,4.152832
1995-11-21,4.019531
1995-11-22,4.03125
1995-11-24,4.0766599999999995
1995-11-27,4.078125
1995-11-28,4.019531
1995-11-29,4.078125
1995-11-30,3.9492190000000003
1995-12-01,3.9375
1995-12-04,3.6796879999999996
1995-12-05,3.8320309999999997
1995-12-06,3.7734379999999996
1995-12-07,3.609375
1995-12-08,3.6796879999999996
1995-12-11,3.75
1995-12-12,3.7265629999999996
1995-12-13,3.65625
1995-12-14,3.6914059999999997
1995-12-15,3.65625
1995-12-18,3.257813
1995-12-19,3.269531
1995-12-20,3.3046879999999996
1995-12-21,3.234375
1995-12-22,3.269531
1995-12-26,3.222656
1995-12-27,3.240234
1995-12-28,3.140625
1995-12-29,3.117188
1996-01-02,3.222656
1996-01-03,3.2929690000000003
1996-01-04,3.5039059999999997
1996-01-05,3.8671879999999996
1996-01-08,3.9960940000000003
1996-01-09,3.703125
1996-01-10,3.609375
1996-01-11,3.8671879999999996
1996-01-12,3.9375
1996-01-15,3.8085940000000003
1996-01-16,3.8320309999999997
1996-01-17,3.890625
1996-01-18,3.84375
1996-01-19,4.125
1996-01-22,3.9609379999999996
1996-01-23,3.9609379999999996
1996-01-24,4.078125
1996-01-25,4.007813
1996-01-26,4.113281
1996-01-29,4.207031
1996-01-30,4.148438
1996-01-31,4.195313
1996-02-01,4.335938
1996-02-02,4.335938
1996-02-05,4.359375
1996-02-06,4.265625
1996-02-07,4.148438
1996-02-08,4.40625
1996-02-09,4.359375
1996-02-12,4.488281
1996-02-13,4.3125
1996-02-14,4.3125
1996-02-15,4.101563
1996-02-16,4.195313
1996-02-20,4.734375
1996-02-21,4.945313
1996-02-22,4.886719
1996-02-23,4.851563
1996-02-26,4.828125
1996-02-27,4.546875
1996-02-28,4.335938
1996-02-29,4.546875
1996-03-01,4.453125
1996-03-04,4.3125
1996-03-05,4.277344
1996-03-06,3.8671879999999996
1996-03-07,3.75
1996-03-08,3.7265629999999996
1996-03-11,3.8320309999999997
1996-03-12,3.8203129999999996
1996-03-13,3.84375
1996-03-14,3.767578
1996-03-15,3.8085940000000003
1996-03-18,4.007813
1996-03-19,3.9609379999999996
1996-03-20,3.9140629999999996
1996-03-21,3.9257809999999997
1996-03-22,3.9609379999999996
1996-03-25,3.890625
1996-03-26,3.9023440000000003
1996-03-27,3.767578
1996-03-28,3.8203129999999996
1996-03-29,3.7851559999999997
1996-04-01,3.8320309999999997
1996-04-02,3.9375
1996-04-03,4.066406
1996-04-04,4.089844
1996-04-08,4.03125
1996-04-09,4.048828
1996-04-10,4.078125
1996-04-11,4.078125
1996-04-12,4.03125
1996-04-15,4.069336
1996-04-16,4.171875
1996-04-17,4.171875
1996-04-18,4.289063
1996-04-19,4.21875
1996-04-22,4.207031
1996-04-23,4.253906
1996-04-24,4.183594
1996-04-25,4.265625
1996-04-26,4.21875
1996-04-29,4.171875
1996-04-30,4.148438
1996-05-01,4.148438
1996-05-02,4.101563
1996-05-03,4.089844
1996-05-06,4.160156
1996-05-07,4.265625
1996-05-08,4.289063
1996-05-09,4.21875
1996-05-10,4.148438
1996-05-13,4.195313
1996-05-14,4.21875
1996-05-15,4.453125
1996-05-16,4.429688
1996-05-17,4.453125
1996-05-20,4.453125
1996-05-21,4.394531
1996-05-22,4.371094
1996-05-23,4.113281
1996-05-24,4.289063
1996-05-28,4.271484
1996-05-29,4.277344
1996-05-30,4.359375
1996-05-31,4.429688
1996-06-03,4.476563
1996-06-04,4.59375
1996-06-05,4.605469
1996-06-06,4.570313
1996-06-07,4.488281
1996-06-10,4.523438
1996-06-11,4.253906
1996-06-12,4.40625
1996-06-13,4.429688
1996-06-14,4.371094
1996-06-17,4.242188
1996-06-18,4.066406
1996-06-19,4.007813
1996-06-20,4.078125
1996-06-21,4.03125
1996-06-24,3.9609379999999996
1996-06-25,3.84375
1996-06-26,3.7382809999999997
1996-06-27,3.84375
1996-06-28,3.84375
1996-07-01,3.9492190000000003
1996-07-02,3.890625
1996-07-03,3.75
1996-07-05,3.8671879999999996
1996-07-08,3.890625
1996-07-09,4.007813
1996-07-10,3.8789059999999997
1996-07-11,3.7734379999999996
1996-07-12,3.6796879999999996
1996-07-15,3.4453129999999996
1996-07-16,3.5625
1996-07-17,3.6679690000000003
1996-07-18,3.5742190000000003
1996-07-19,3.6796879999999996
1996-07-22,3.5859379999999996
1996-07-23,3.5625
1996-07-24,3.4453129999999996
1996-07-25,3.257813
1996-07-26,3.3984379999999996
1996-07-29,3.4453129999999996
1996-07-30,3.46875
1996-07-31,3.5390629999999996
1996-08-01,3.6445309999999997
1996-08-02,3.75
1996-08-05,3.7734379999999996
1996-08-06,3.65625
1996-08-07,3.8085940000000003
1996-08-08,3.8671879999999996
1996-08-09,3.7734379999999996
1996-08-12,3.5742190000000003
1996-08-13,3.5507809999999997
1996-08-14,3.5390629999999996
1996-08-15,3.4921879999999996
1996-08-16,3.4453129999999996
1996-08-19,3.544922
1996-08-20,3.5859379999999996
1996-08-21,3.5273440000000003
1996-08-22,3.5859379999999996
1996-08-23,3.5859379999999996
1996-08-26,3.609375
1996-08-27,3.5976559999999997
1996-08-28,3.609375
1996-08-29,3.609375
1996-08-30,3.609375
1996-09-03,3.4453129999999996
1996-09-04,3.375
1996-09-05,3.117188
1996-09-06,3.246094
1996-09-09,3.328125
1996-09-10,3.46875
1996-09-11,3.28125
1996-09-12,3.234375
1996-09-13,3.199219
1996-09-16,3.257813
1996-09-17,3.328125
1996-09-18,3.4335940000000003
1996-09-19,3.3984379999999996
1996-09-20,3.5625
1996-09-23,3.46875
1996-09-24,3.5625
1996-09-25,3.609375
1996-09-26,3.7265629999999996
1996-09-27,3.5625
1996-09-30,3.5683589999999996
1996-10-01,3.4921879999999996
1996-10-02,3.609375
1996-10-03,3.8085940000000003
1996-10-04,3.8320309999999997
1996-10-07,3.75
1996-10-08,3.703125
1996-10-09,3.703125
1996-10-10,3.65625
1996-10-11,3.6445309999999997
1996-10-14,3.65625
1996-10-15,3.703125
1996-10-16,3.5390629999999996
1996-10-17,3.4101559999999997
1996-10-18,3.515625
1996-10-21,3.4804690000000003
1996-10-22,3.3984379999999996
1996-10-23,3.3984379999999996
1996-10-24,3.421875
1996-10-25,3.3515629999999996
1996-10-28,3.3867190000000003
1996-10-29,3.3632809999999997
1996-10-30,3.3398440000000003
1996-10-31,3.375
1996-11-01,3.3632809999999997
1996-11-04,3.3515629999999996
1996-11-05,3.375
1996-11-06,3.3984379999999996
1996-11-07,3.3632809999999997
1996-11-08,3.375
1996-11-11,3.421875
1996-11-12,3.5859379999999996
1996-11-13,3.5859379999999996
1996-11-14,3.5507809999999997
1996-11-15,3.6210940000000003
1996-11-18,3.6210940000000003
1996-11-19,3.580078
1996-11-20,3.5625
1996-11-21,3.6796879999999996
1996-11-22,4.253906
1996-11-25,4.160156
1996-11-26,4.042969
1996-11-27,4.03125
1996-11-29,4.136719
1996-12-02,4.113281
1996-12-03,4.183594
1996-12-04,4.136719
1996-12-05,4.242188
1996-12-06,4.558594
1996-12-09,4.582031
1996-12-10,4.570313
1996-12-11,4.664063
1996-12-12,4.722656
1996-12-13,4.675781
1996-12-16,4.511719
1996-12-17,4.429688
1996-12-18,4.441406
1996-12-19,4.40625
1996-12-20,4.664063
1996-12-23,4.664063
1996-12-24,4.640625
1996-12-26,4.640625
1996-12-27,4.628906
1996-12-30,4.675781
1996-12-31,4.669922
1997-01-02,4.640625
1997-01-03,4.828125
1997-01-06,5.074219
1997-01-07,5.132813
1997-01-08,5.027344
1997-01-09,5.121094
1997-01-10,5.167969
1997-01-13,5.15625
1997-01-14,5.320313
1997-01-15,5.625
1997-01-16,5.777344
1997-01-17,5.671875
1997-01-20,5.660156
1997-01-21,5.771484
1997-01-22,5.71875
1997-01-23,5.800781
1997-01-24,6.28125
1997-01-27,6.246094
1997-01-28,6.351563
1997-01-29,6.363281
1997-01-30,6.46875
1997-01-31,6.855469
1997-02-03,7.0078130000000005
1997-02-04,6.8671880000000005
1997-02-05,6.445313
1997-02-06,6.433594
1997-02-07,6.609375
1997-02-10,6.5625
1997-02-11,6.1875
1997-02-12,6.779297
1997-02-13,6.75
1997-02-14,6.9140630000000005
1997-02-18,6.9140630000000005
1997-02-19,6.890625
1997-02-20,6.7734380000000005
1997-02-21,6.890625
1997-02-24,6.785156
1997-02-25,6.691406
1997-02-26,6.492188
1997-02-27,6.427734
1997-02-28,6.234375
1997-03-03,6.246094
1997-03-04,6.339844
1997-03-05,6.796875
1997-03-06,6.925781
1997-03-07,7.347656
1997-03-10,7.628906
1997-03-11,7.265625
1997-03-12,6.890625
1997-03-13,6.84375
1997-03-14,7.03125
1997-03-17,7.019531
1997-03-18,6.761719
1997-03-19,6.492188
1997-03-20,6.351563
1997-03-21,6.445313
1997-03-24,6.410156
1997-03-25,6.480469
1997-03-26,6.878906
1997-03-27,6.996094
1997-03-31,7.03125
1997-04-01,6.84375
1997-04-02,6.609375
1997-04-03,6.7265630000000005
1997-04-04,7.535156
1997-04-07,7.9453130000000005
1997-04-08,7.746094
1997-04-09,7.7578130000000005
1997-04-10,7.078125
1997-04-11,6.925781
1997-04-14,7.300781
1997-04-15,7.359375
1997-04-16,7.113281
1997-04-17,7.113281
1997-04-18,7.2890630000000005
1997-04-21,6.972656
1997-04-22,6.714844
1997-04-23,6.902344
1997-04-24,7.066406
1997-04-25,6.84375
1997-04-28,6.84375
1997-04-29,7.21875
1997-04-30,7.453125
1997-05-01,7.5234380000000005
1997-05-02,7.980469
1997-05-05,8.0625
1997-05-06,7.9921880000000005
1997-05-07,8.085938
1997-05-08,8.460938
1997-05-09,8.425781
1997-05-12,9.023438
1997-05-13,8.8125
1997-05-14,8.835938
1997-05-15,9.210938
1997-05-16,8.789063
1997-05-19,8.671875
1997-05-20,8.742188
1997-05-21,8.859375
1997-05-22,9.46875
1997-05-23,10.3125
1997-05-27,10.382813
1997-05-28,10.054688
1997-05-29,10.125
1997-05-30,9.796875
1997-06-02,9.5625
1997-06-03,9.492188
1997-06-04,9.339844
1997-06-05,9.515625
1997-06-06,9.515625
1997-06-09,9.585938
1997-06-10,9.011719
1997-06-11,8.847656
1997-06-12,8.8125
1997-06-13,9.128906
1997-06-16,9.609375
1997-06-17,9.773438
1997-06-18,9.703125
1997-06-19,10.335938
1997-06-20,10.898438
1997-06-23,10.6875
1997-06-24,11.109375
1997-06-25,10.875
1997-06-26,10.78125
1997-06-27,11.0625
1997-06-30,10.96875
1997-07-01,11.34375
1997-07-02,11.273438
1997-07-03,11.507813
1997-07-07,11.835938
1997-07-08,11.90625
1997-07-09,11.765625
1997-07-10,13.863281
1997-07-11,14.308594
1997-07-14,14.71875
1997-07-15,15.328125
1997-07-16,15.9375
1997-07-17,14.894531
1997-07-18,13.816406
1997-07-21,14.273438
1997-07-22,15.1875
1997-07-23,16.6875
1997-07-24,16.171875
1997-07-25,16.171875
1997-07-28,15.960938
1997-07-29,15.304688
1997-07-30,15.140625
1997-07-31,15.1875
1997-08-01,15.703125
1997-08-04,15.805664000000002
1997-08-05,16.382813
1997-08-06,16.242188
1997-08-07,15.632813
1997-08-08,15.105469
1997-08-11,15.046875
1997-08-12,15.210938
1997-08-13,17.132813
1997-08-14,16.757813
1997-08-15,16.453125
1997-08-18,16.851563
1997-08-19,16.804688
1997-08-20,18.703125
1997-08-21,17.390625
1997-08-22,17.414063
1997-08-25,16.945313
1997-08-26,17.109375
1997-08-27,16.921875
1997-08-28,16.3125
1997-08-29,15.9375
1997-09-02,16.5
1997-09-03,16.804688
1997-09-04,16.640625
1997-09-05,16.3125
1997-09-08,15.796875
1997-09-09,16.828125
1997-09-10,17.015625
1997-09-11,17.25
1997-09-12,17.296875
1997-09-15,17.484375
1997-09-16,18.117188
1997-09-17,17.589844
1997-09-18,17.789063
1997-09-19,17.976563
1997-09-22,18.726563
1997-09-23,19.828125
1997-09-24,19.59375
1997-09-25,19.734375
1997-09-26,18.726563
1997-09-29,18.726563
1997-09-30,18.515625
1997-10-01,18.1875
1997-10-02,18.703125
1997-10-03,18.890625
1997-10-06,18.75
1997-10-07,18.726563
1997-10-08,19.042969
1997-10-09,19.359375
1997-10-10,18.796875
1997-10-13,18.703125
1997-10-14,18.46875
1997-10-15,18.28125
1997-10-16,17.507813
1997-10-17,16.804688
1997-10-20,16.570313
1997-10-21,17.695313
1997-10-22,18.0
1997-10-23,16.640625
1997-10-24,15.257813
1997-10-27,13.101563
1997-10-28,14.625
1997-10-29,14.8125
1997-10-30,13.289063
1997-10-31,13.734375
1997-11-03,14.578125
1997-11-04,14.835938
1997-11-05,15.679688
1997-11-06,14.53125
1997-11-07,13.734375
1997-11-10,13.324219
1997-11-11,13.5
1997-11-12,12.1875
1997-11-13,13.359375
1997-11-14,13.3125
1997-11-17,14.507813
1997-11-18,13.289063
1997-11-19,12.632813
1997-11-20,12.960938
1997-11-21,12.609375
1997-11-24,12.246094
1997-11-25,12.0
1997-11-26,11.203125
1997-11-28,11.71875
1997-12-01,12.398438
1997-12-02,12.398438
1997-12-03,12.84375
1997-12-04,12.445313
1997-12-05,13.417969
1997-12-08,13.277344
1997-12-09,13.066406
1997-12-10,12.035156
1997-12-11,10.945313
1997-12-12,11.203125
1997-12-15,11.648438
1997-12-16,11.929688
1997-12-17,11.8125
1997-12-18,11.507813
1997-12-19,12.0
1997-12-22,12.28125
1997-12-23,11.683594
1997-12-24,11.765625
1997-12-26,11.882813
1997-12-29,12.304688
1997-12-30,12.726563
1997-12-31,12.65625
1998-01-02,12.75
1998-01-05,13.96875
1998-01-06,13.3125
1998-01-07,12.9375
1998-01-08,12.515625
1998-01-09,11.742188
1998-01-12,12.304688
1998-01-13,12.890625
1998-01-14,13.054688
1998-01-15,12.75
1998-01-16,12.65625
1998-01-20,13.617188
1998-01-21,13.757813
1998-01-22,12.164063
1998-01-23,12.351563
1998-01-26,12.234375
1998-01-27,12.703125
1998-01-28,13.558594
1998-01-29,13.101563
1998-01-30,13.03125
1998-02-02,14.039063
1998-02-03,14.226563
1998-02-04,13.945313
1998-02-05,14.179688
1998-02-06,14.648438
1998-02-09,14.484375
1998-02-10,14.742188
1998-02-11,14.835938
1998-02-12,14.835938
1998-02-13,14.507813
1998-02-17,14.554688
1998-02-18,14.929688
1998-02-19,14.683594
1998-02-20,14.625
1998-02-23,15.164063
1998-02-24,16.054688
1998-02-25,17.261719
1998-02-26,17.882813
1998-02-27,17.507813
1998-03-02,16.886719
1998-03-03,16.945313
1998-03-04,17.203125
1998-03-05,16.265625
1998-03-06,17.15625
1998-03-09,16.734375
1998-03-10,16.734375
1998-03-11,16.640625
1998-03-12,17.273438
1998-03-13,18.023438
1998-03-16,18.375
1998-03-17,18.070313
1998-03-18,17.789063
1998-03-19,17.4375
1998-03-20,17.34375
1998-03-23,17.085938
1998-03-24,17.859375
1998-03-25,17.765625
1998-03-26,17.625
1998-03-27,17.53125
1998-03-30,17.25
1998-03-31,17.332031
1998-04-01,17.472656
1998-04-02,17.203125
1998-04-03,16.828125
1998-04-06,16.6875
1998-04-07,16.195313
1998-04-08,16.429688
1998-04-09,16.605469
1998-04-13,16.535156
1998-04-14,17.085938
1998-04-15,17.367188
1998-04-16,17.226563
1998-04-17,16.910156
1998-04-20,17.320313
1998-04-21,17.8125
1998-04-22,18.351563
1998-04-23,17.953125
1998-04-24,18.0
1998-04-27,17.25
1998-04-28,17.191406
1998-04-29,17.109375
1998-04-30,17.179688
1998-05-01,16.5
1998-05-04,16.804688
1998-05-05,16.792969
1998-05-06,16.535156
1998-05-07,16.277344
1998-05-08,16.195313
1998-05-11,15.398438
1998-05-12,15.9375
1998-05-13,16.171875
1998-05-14,15.703125
1998-05-15,15.375
1998-05-18,15.0
1998-05-19,15.65625
1998-05-20,15.984375
1998-05-21,15.84375
1998-05-22,15.84375
1998-05-26,15.5625
1998-05-27,15.0
1998-05-28,15.257813
1998-05-29,14.367188
1998-06-01,13.78125
1998-06-02,13.382813
1998-06-03,13.640625
1998-06-04,13.3125
1998-06-05,13.21875
1998-06-08,13.453125
1998-06-09,14.296875
1998-06-10,13.96875
1998-06-11,12.867188
1998-06-12,10.921875
1998-06-15,10.5
1998-06-16,11.414063
1998-06-17,10.828125
1998-06-18,11.015625
1998-06-19,10.992188
1998-06-22,11.226563
1998-06-23,11.320313
1998-06-24,11.90625
1998-06-25,11.203125
1998-06-26,10.828125
1998-06-29,11.0625
1998-06-30,10.898438
1998-07-01,11.0625
1998-07-02,11.0625
1998-07-06,11.039063
1998-07-07,11.742188
1998-07-08,12.0
1998-07-09,11.320313
1998-07-10,11.390625
1998-07-13,11.15625
1998-07-14,11.273438
1998-07-15,12.234375
1998-07-16,12.09375
1998-07-17,12.210938
1998-07-20,12.070313
1998-07-21,12.09375
1998-07-22,11.203125
1998-07-23,10.101563
1998-07-24,10.171875
1998-07-27,10.382813
1998-07-28,10.640625
1998-07-29,10.875
1998-07-30,11.109375
1998-07-31,10.757813
1998-08-03,10.359375
1998-08-04,10.03125
1998-08-05,10.289063
1998-08-06,10.875
1998-08-07,11.15625
1998-08-10,10.546875
1998-08-11,10.171875
1998-08-12,10.570313
1998-08-13,10.078125
1998-08-14,10.125
1998-08-17,10.3125
1998-08-18,10.5
1998-08-19,9.9375
1998-08-20,9.375
1998-08-21,9.140625
1998-08-24,8.953125
1998-08-25,9.210938
1998-08-26,8.882813
1998-08-27,8.179688
1998-08-28,8.34375
1998-08-31,6.609375
1998-09-01,7.8515630000000005
1998-09-02,7.3125
1998-09-03,7.03125
1998-09-04,6.984375
1998-09-08,7.875
1998-09-09,7.0546880000000005
1998-09-10,7.078125
1998-09-11,7.125
1998-09-14,6.796875
1998-09-15,6.890625
1998-09-16,6.703125
1998-09-17,6.304688
1998-09-18,6.046875
1998-09-21,5.71875
1998-09-22,6.46875
1998-09-23,6.5859380000000005
1998-09-24,6.140625
1998-09-25,6.1875
1998-09-28,6.304688
1998-09-29,6.445313
1998-09-30,5.882813
1998-10-01,5.484375
1998-10-02,5.859375
1998-10-05,5.4375
1998-10-06,5.4375
1998-10-07,5.273438
1998-10-08,4.945313
1998-10-09,5.109375
1998-10-12,5.677734
1998-10-13,5.765625
1998-10-14,6.328125
1998-10-15,6.8671880000000005
1998-10-16,7.171875
1998-10-19,7.0078130000000005
1998-10-20,7.59375
1998-10-21,7.96875
1998-10-22,8.414063
1998-10-23,8.671875
1998-10-26,8.085938
1998-10-27,8.34375
1998-10-28,8.414063
1998-10-29,8.695313
1998-10-30,9.5625
1998-11-02,9.117188
1998-11-03,8.765625
1998-11-04,9.351563
1998-11-05,9.65625
1998-11-06,9.890625
1998-11-09,9.867188
1998-11-10,9.5625
1998-11-11,10.734375
1998-11-12,10.335938
1998-11-13,10.40625
1998-11-16,10.242188
1998-11-17,10.03125
1998-11-18,9.914063
1998-11-19,10.359375
1998-11-20,10.78125
1998-11-23,11.273438
1998-11-24,10.992188
1998-11-25,11.25
1998-11-27,11.25
1998-11-30,10.617188
1998-12-01,10.59375
1998-12-02,10.59375
1998-12-03,11.8125
1998-12-04,12.0
1998-12-07,11.765625
1998-12-08,12.070313
1998-12-09,11.8125
1998-12-10,11.4375
1998-12-11,10.640625
1998-12-14,10.171875
1998-12-15,10.5
1998-12-16,10.03125
1998-12-17,10.125
1998-12-18,10.828125
1998-12-21,11.296875
1998-12-22,11.226563
1998-12-23,11.226563
1998-12-24,11.34375
1998-12-28,11.390625
1998-12-29,11.507813
1998-12-30,11.625
1998-12-31,11.4375
1999-01-04,12.140625
1999-01-05,13.96875
1999-01-06,16.875
1999-01-07,16.851563
1999-01-08,15.796875
1999-01-11,15.234375
1999-01-12,14.765625
1999-01-13,15.796875
1999-01-14,15.28125
1999-01-15,16.21875
1999-01-19,15.5625
1999-01-20,16.03125
1999-01-21,15.445313
1999-01-22,16.476563
1999-01-25,16.125
1999-01-26,16.5
1999-01-27,15.914063
1999-01-28,16.3125
1999-01-29,17.4375
1999-02-01,17.25
1999-02-02,16.21875
1999-02-03,17.015625
1999-02-04,16.78125
1999-02-05,16.125
1999-02-08,17.273438
1999-02-09,16.453125
1999-02-10,16.828125
1999-02-11,17.578125
1999-02-12,17.015625
1999-02-16,17.203125
1999-02-17,16.5
1999-02-18,16.265625
1999-02-19,16.03125
1999-02-22,16.734375
1999-02-23,16.324219
1999-02-24,16.40625
1999-02-25,16.078125
1999-02-26,14.859375
1999-03-01,14.414063
1999-03-02,14.390625
1999-03-03,14.507813
1999-03-04,14.625
1999-03-05,14.90625
1999-03-08,15.1875
1999-03-09,14.929688
1999-03-10,15.515625
1999-03-11,15.84375
1999-03-12,15.5625
1999-03-15,15.914063
1999-03-16,17.085938
1999-03-17,17.25
1999-03-18,17.742188
1999-03-19,17.15625
1999-03-22,16.96875
1999-03-23,16.40625
1999-03-24,15.914063
1999-03-25,16.898438
1999-03-26,16.03125
1999-03-29,16.570313
1999-03-30,16.828125
1999-03-31,16.875
1999-04-01,17.25
1999-04-05,18.0
1999-04-06,18.09375
1999-04-07,18.609375
1999-04-08,18.65625
1999-04-09,18.140625
1999-04-12,17.484375
1999-04-13,17.320313
1999-04-14,17.085938
1999-04-15,17.015625
1999-04-16,17.226563
1999-04-19,16.453125
1999-04-20,15.890625
1999-04-21,17.53125
1999-04-22,17.929688
1999-04-23,17.765625
1999-04-26,17.71875
1999-04-27,17.34375
1999-04-28,16.570313
1999-04-29,15.375
1999-04-30,14.625
1999-05-03,15.140625
1999-05-04,14.578125
1999-05-05,14.484375
1999-05-06,14.859375
1999-05-07,15.140625
1999-05-10,14.484375
1999-05-11,14.648438
1999-05-12,14.859375
1999-05-13,15.539063
1999-05-14,16.195313
1999-05-17,16.125
1999-05-18,17.085938
1999-05-19,17.601563
1999-05-20,16.828125
1999-05-21,16.710938
1999-05-24,16.40625
1999-05-25,16.078125
1999-05-26,16.898438
1999-05-27,16.6875
1999-05-28,16.546875
1999-06-01,16.617188
1999-06-02,16.851563
1999-06-03,16.921875
1999-06-04,17.4375
1999-06-07,17.414063
1999-06-08,17.671875
1999-06-09,18.46875
1999-06-10,19.453125
1999-06-11,19.242188
1999-06-14,19.875
1999-06-15,20.109375
1999-06-16,21.28125
1999-06-17,21.304688
1999-06-18,21.164063
1999-06-21,22.007813
1999-06-22,20.882813
1999-06-23,20.53125
1999-06-24,20.625
1999-06-25,20.90625
1999-06-28,20.507813
1999-06-29,21.28125
1999-06-30,22.265625
1999-07-01,23.015625
1999-07-02,22.96875
1999-07-06,22.828125
1999-07-07,22.59375
1999-07-08,22.96875
1999-07-09,23.296875
1999-07-12,23.15625
1999-07-13,22.78125
1999-07-14,23.859375
1999-07-15,24.5625
1999-07-16,25.875
1999-07-19,25.40625
1999-07-20,23.109375
1999-07-21,22.5
1999-07-22,21.890625
1999-07-23,21.796875
1999-07-26,21.304688
1999-07-27,22.429688
1999-07-28,23.25
1999-07-29,22.734375
1999-07-30,22.78125
1999-08-02,22.5
1999-08-03,22.40625
1999-08-04,21.75
1999-08-05,21.140625
1999-08-06,20.835938
1999-08-09,22.03125
1999-08-10,23.226563
1999-08-11,24.375
1999-08-12,23.4375
1999-08-13,22.828125
1999-08-16,22.804688
1999-08-17,22.6875
1999-08-18,21.46875
1999-08-19,21.9375
1999-08-20,22.078125
1999-08-23,22.40625
1999-08-24,22.96875
1999-08-25,23.484375
1999-08-26,23.578125
1999-08-27,24.046875
1999-08-30,23.976563
1999-08-31,23.671875
1999-09-01,24.375
1999-09-02,24.445313
1999-09-03,25.40625
